SEMANA,DÍA EN NÚMERO DE LA SEMANA,DÍA DE LA SEMANA,MES,NOMBRE MEDIO,TIER,CORRESPONSAL 1,CORRESPONSAL 2,ENCABEZADO,TEMA,TEMA 2,PALABRA CLAVE,COYUNTURA,ACTOR OFICIAL 1,ACTOR OFICIAL 2,ACTOR OFICIAL 3,ACTOR NO OFICIAL 1,ACTOR NO OFICIAL 2,ACTOR NO OFICIAL 3,ESTADO DE LA REPÚBLICA,ESTADO DE LA REPÚBLICA  2,TENDENCIA,IMPRESA,PRIMERA PLANA,AÑO
30,28,Jueves,Julio,Dallas Morning News,3,ND,ND,Q&A: Former Mexican President Felipe Calderon,Político,ND,Situación política,Coyuntura,México,EE.UU.,Venezuela,Felipe Calderón,Vicente Fox,ND,ND,ND,Balanceada,NO,NO,2016
30,28,Jueves,Julio,Wall Street Journal,4,Anthony Richard Harrup,ND,Petróleos Mexicanos Posts $4.4 Billion Second-Quarter Loss,Económico,Político,Industria petrolera,Coyuntura,Pemex,Juan Pablo Newman,ND,ND,ND,ND,ND,ND,Balanceada,NO,NO,2016
30,28,Jueves,Julio,Wall Street Journal,4,Anthony Richard Harrup,ND,América Móvil’s Net Profit Falls as Mexico Weighs on Earnings,Económico,ND,Reforma Telecomunicaciones,Implementación,ND,ND,ND,América Móvil,Carlos Slim,Telcel,ND,ND,Informativa,NO,NO,2016
30,28,Jueves,Julio,Bloomberg,Agencia,Patricia Laya,ND,America Movil Profit Misses Estimates as Revenue in Mexico Dips,Económico,ND,Reforma Telecomunicaciones,Implementación,ND,ND,ND,América Móvil,Carlos Slim,Telcel,ND,ND,Informativa,NO,NO,2016
30,28,Jueves,Julio,Bloomberg,Agencia,Isabella Cota,ND,The Bear Who Beat Brexit Has a New Warning for the Peso,Económico,ND,Peso,Coyuntura,ND,ND,ND,Juan Caudillo,Monex,Citigroup,Distrito Federal,ND,Informativa,NO,NO,2016
30,28,Jueves,Julio,Council on Foreign Relations,3,ND,ND,NAFTA's Economic Impact,Económico,ND,Comercio,Coyuntura,México,EE.UU.,Canadá,Donald Trump,ND,ND,ND,ND,Balanceada,NO,NO,2016
30,28,Jueves,Julio,The Atlantic,3,ND,ND,Uber’s Latest Push Toward Driverless Cars,Económico,ND,Empresas,Coyuntura,México,ND,ND,Uber,Google,Apple,ND,ND,Informativa,NO,NO,2016
30,28,Jueves,Julio,Bloomberg,Agencia,ND,ND,Uber Starts Mapping Roads in Mexico,Económico,ND,Empresas,Coyuntura,México,ND,ND,Uber,Google,Brian McClendon,ND,ND,Informativa,NO,NO,2016
30,29,Viernes,Julio,Christian Science Monitor,3,Rebecca Conan,ND,Not a suicide: Mexico murder case challenges views of gender violence,Social/Turismo,ND,Género,Coyuntura,ND,ND,ND,Rodolfo Domínguez,Mariana Lima,UNAM,ND,ND,Balanceada,No,No,2016
30,29,Viernes,Julio,Fusion,2,ND,ND,How the children of Mexican cops killed in action are coping with death,Seguridad,ND,Hechos de Violencia,Coyuntura,Policía Federal,CNS,ND,Emiliano Gironella,ND,ND,ND,ND,Balanceada,No,No,2016
30,29,Viernes,Julio,Wall Street Journal,4,Anthony Richard Harrup,ND,Mexico’s Economy Shrank in Second Quarter,Económico,ND,Situación Económica,Coyuntura,Inegi,ND,ND,Donald Trump,Carlos González,Benito Berber,ND,ND,Negativa,No,No,2016
30,29,Viernes,Julio,Forbes,3,ND,ND,"Fitch: Mexico Better Than Brazil, Venezuela, Argentina…",Económico,ND,Deuda,Coyuntura,México,Brasil,FMI,Donald Trump,ND,ND,ND,ND,Balanceada,No,No,2016
30,29,Viernes,Julio,San Diego Union Tribune,2,ND,ND,Mexican heritage club crowns its first queen,Social/Turismo,ND,Cultura,Coyuntura,ND,ND,ND,José Rodríguez,Guillermo Muñoz,Kassandra Trujillo,ND,ND,Positiva,NO,NO,2016
30,29,Viernes,Julio,Vice News,1,ND,ND,"Don Neto', el legendario capo mexicano cumplirá su sentencia desde casa",Seguridad,ND,Golpes contra el narco,Coyuntura,México,DEA,ND,Ernesto Fonseca,Amado Carrillo,Proceso,Varios,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,Univision,4,ND,ND,La selecion Argentina Sub’ 23 fue víctima de robo en Puebla,Seguridad,ND,Delitos,Coyuntura,ND,ND,ND,Claudio Tapia,AFA,ND,Puebla,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,Univision,4,ND,ND,"A un año del asesinato de cinco personas en la colonia Narvarte, la Ciudad de México no ha logrado esclarecer las causas",Seguridad,ND,Periodistas,Coyuntura,Local,PGJ,Javier Duarte,Rubén Espinosa,Nadia Vera,Alma Espinosa,Distrito Federal,Veracruz,Negativa,NO,NO,2016
30,29,Viernes,Julio,Vice News,1,ND,ND,"Complicidad y negligencia', a un año del asesinato de este periodista mexicano",Seguridad,ND,Periodistas,Coyuntura,Local,PGJ,Javier Duarte,Rubén Espinosa,Leopoldo Maldonado,Nadia Vera,Distrito Federal,Veracruz,Negativa,NO,NO,2016
30,29,Viernes,Julio,Univision,4,ND,ND,La polémica por los cambios en la medición de la pobreza en México le cuesta el puesto a un funcionario,Social/Turismo,ND,Desarrollo,Coyuntura,Miguel Cervera,Julio Santaella,ND,CONEVAL,ND,ND,ND,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,San Diego Union Tribune,2,ND,ND,PedWest schedule stepped up,Económico,ND,Infraestructura,Coyuntura,Local,Luis Morales,Ernesto Ruffo,ND,ND,ND,Baja California,ND,Positiva,NO,NO,2016
30,29,Viernes,Julio,Bloomberg,Agencia,ND,ND,"Ethane Supply Has Mexichem Mulling Whether, Where to Rebuild",Económico,Político,Industria petrolera,Coyuntura,Pemex,Antonio Carrillo,ND,Mexichem,Duncan Wood,Wilson Center,Veracruz,ND,Positiva,NO,NO,2016
30,29,Viernes,Julio,Univision,4,ND,ND,"El precio de las gasolinas en México tendrá otro aumento, pese a la reforma energética",Económico,Político,Industria petrolera,Coyuntura,SHCP,Luis Videgaray,ND,Mariana Ramírez,Enrique Camacho,ITESM,ND,ND,Balanceada,NO,NO,2016
30,29,Viernes,Julio,Bloomberg,Agencia,Eric Martin,Nechoma Nacha Cattan,Mexico GDP Falls for 1st Time in 3 Years on Slower Services,Económico,ND,Situación Económica,Coyuntura,Inegi,SHCP,Luis Madrazo,Carlos González,Bank of Nova Scotia,ND,ND,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,Univision,4,ND,ND,"Empresas huyen de México por el crimen y, peor aún, por la corrupción de funcionarios públicos",Seguridad,Económico,Amenazas del Narco,Coyuntura,Inegi,ND,ND,American Chamber,IMCO,ND,Varios,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,New York Times,4,ND,ND,The Psychic Landscape of Guillermo del Toro,Social/Turismo,ND,Cultura,Coyuntura,ND,ND,ND,Guillermo del Toro,ND,ND,ND,ND,Positiva,SÍ,NO,2016
30,29,Viernes,Julio,Los Angeles Times,4,ND,ND,"Datebook: Guillermo del Toro's monster's ball, the look of teen spirit and London painters calling",Social/Turismo,ND,Cultura,Coyuntura,ND,ND,ND,Guillermo del Toro,ND,ND,ND,ND,Positiva,NO,NO,2016
30,29,Viernes,Julio,The Atlantic,3,ND,ND,Occupying Oaxaca and Bodegas in the Philippines: The Week in Global-Affairs Writing,Político,Social/Turismo,Reforma Educativa,Implementación,ND,ND,ND,CNTE,Los Angeles Times,ND,Oaxaca,ND,Negativa,NO,NO,2016
30,29,Viernes,Julio,San Diego Union Tribune,2,ND,ND,Azano defense plays down waterfront meeting,Seguridad,ND,Cooperación,Coyuntura,ND,ND,ND,José Azano,Anthony Bufinsky,Bob Filner,ND,ND,Negativa,NO,NO,2016
30,30,Sábado,Julio,Vice News,1,ND,ND,"Bajan las muertes por VIH en el mundo, pero crece la cifra de nuevos portadores",Social/Turismo,ND,Salud,Coyuntura,México,Egipto,Pakistán,Lancet Psychiatry,Global Burden of Disease,ND,ND,ND,Informativa,NO,NO,2016
30,30,Sábado,Julio,Bloomberg,Agencia,Patricia Laya,ND,America Movil Falls to 7-Year Low as Mexico Woes Continue,Económico,ND,Empresas,Coyuntura,ND,ND,ND,América Móvil,Carlos Slim,AT&T,ND,ND,Informativa,NO,NO,2016
30,30,Sábado,Julio,NBC News,3,ND,ND,Exposing the Unspeakable: World Day Against Human Trafficking,Seguridad,ND,Delitos,Coyuntura,Departamento de Estado,OIT,México,Ima Matul,Hispanics in Philanthropy,ND,Tlaxcala,ND,Negativa,NO,NO,2016
30,30,Sábado,Julio,Forbes,3,ND,ND,Adults-Only Oasis at Mexico's Marquis Los Cabos,Social/Turismo,ND,Destinos,Coyuntura,ND,ND,ND,Marquis Los Cabos,ND,ND,Baja California Sur,ND,Informativa,NO,NO,2016
30,31,Domingo,Julio,Univision,4,ND,ND,Asesinan a siete miembros de una familia en violento fin de semana en México,Seguridad,ND,Hechos de Violencia,Coyuntura,Roberto Álvarez,Pemex,ND,Los Rojos,Los Ardillos,ND,Guerrero,Michoacán,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Bloomberg,Agencia,Isabella Cota,ND,Pequeños vendedores se amontonan en México después de asentarse el fuego cruzado entre México y EE.UU.,Económico,ND,Situación Económica,Coyuntura,México,EE.UU.,ND,Donald Trump,Hillary Clinton,James Redpath,ND,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Fox News,4,ND,ND,Bill Gates triggers wave of investment in remote area of Mexico,Social/Turismo,ND,Industria turística,Inversiones,ND,ND,ND,Bill Gates,Brendan Wood,Dine,Nayarit,ND,Positiva,NO,NO,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,Parte de la Ciudad de México se cubre de ceniza volcánica,Social/Turismo,ND,Volcanes,Coyuntura,Cenapred,Luis Felipe Puente,Local,ND,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,Houston Chronicle,3,ND,ND,Tropical storm may strike Mexico later this week,Social/Turismo,ND,Huracanes,Coyuntura,SMN,Centro Nacional de Huracanes,ND,ND,ND,ND,Campeche,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,El Nuevo Herald,2,ND,ND,Trump o Clinton ¿Una nueva política para América Latina?,Político,ND,Elecciones EE.UU.,Coyuntura,Hillary Clinton,ND,ND,Donald Trump,ND,ND,ND,ND,Informativa,No,No,2016
31,1,Lunes,Agosto,Wall Street Journal,4,ND,ND,"In Pennsylvania, Nafta’s a Campaign Issue. But It’s Not What Did the Damage.",Político,ND,Elecciones EE.UU.,Coyuntura,ND,ND,ND,Donald Trump,David Autor,John Mclaren,ND,ND,Positiva,No,No,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,"Violento fin de semana en México deja al menos 40 muertos, 11 en el turístico puerto de Acapulco",Seguridad,ND,Hechos de Violencia,Tamaulipas,PGJ,Policía Federal,Enrique de la Madrid,Los Ardillos,Los Rojos,AP,Varios,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Fusion,2,ND,ND,Una madre se arrodilló ante el Secretario de Gobernación para suplicar por la vida de su hija,Seguridad,ND,Delitos,Coyuntura,Miguel Ángel Osorio Chong,PGR,INEGI,Nayeli García,ND,ND,Estado de México,ND,Balanceada,NO,NO,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,El aumento en los precios de la gasolina aleja a los mexicanos de las promesas de Peña Nieto,Económico,Político,Reforma Energética,Implementación,Presidente Peña Nieto,SHCP,Pemex,Fabio Barbosa,UNAM,ND,ND,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Christian Science Monitor,3,ND,ND,"Tijuana looks inward, not northward, to spark cultural revival",Seguridad,Económico,Cambio de Tendencia,Coyuntura,ND,ND,ND,Fonna Forman,Julian Plascencia,Raúl Cárdenas,Baja California,ND,Positiva,NO,NO,2016
31,1,Lunes,Agosto,New York Times,4,ND,ND,"Rapping With Cervantes, 400 Years After His Death",Social/Turismo,ND,Cultura,Coyuntura,Presidente Peña Nieto,PM Rajoy,ND,Jesús Camacho,Alfredo Martínez,Lope de Vega,ND,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,Huffington Post,3,ND,ND,Heroic Dog Saves Life Of Boy Stranded In Sierra Madre Mountains,Social/Turismo,ND,Accidentes,Coyuntura,Martín Castillo,ND,ND,Juan Treviño,Televisa,ND,Oaxaca,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,El duro camino de las menores de edad para abortar en México tras una violación,Social/Turismo,ND,Salud,Coyuntura,Local,PGJ,ND,GIRE,Mayra Miranda,CDD,Sonora,Distrito Federal,Negativa,NO,NO,2016
31,1,Lunes,Agosto,CNN,4,José Alberto Nájar Nájar,ND,"México: el dramático caso del adolescente que asesinó y mutiló a tres hombres ""por celos"" de su novia",Seguridad,Social/Turismo,Delitos,Coyuntura,Margarita Maguey,ND,ND,ND,ND,ND,Distrito Federal,Oaxaca,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Fox News,4,ND,ND,"Festival en el sur de México cierra con éxito, pese a presiones de maestros",Político,Social/Turismo,Reforma Educativa,Implementación,Aurelio Nuño,Gabino Cué,Luis Enrique Miranda,CNTE,ND,ND,Oaxaca,ND,Balanceada,NO,NO,2016
31,1,Lunes,Agosto,La Opinión,3,Gardenia Mendoza Aguilar,ND,CNTE bloquea acceso a la Guelaguetza y golpea economía de Oaxaca,Político,Social/Turismo,Reforma Educativa,Implementación,Aurelio Nuño,Gabino Cué,IEEPO,CNTE,Rubén Núñez,Francisco Villalobos,Oaxaca,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,CNN en Español,4,ND,ND,Joven colombiana hallada muerta en México tenía múltiples golpes,Seguridad,ND,Violencia contra Extranjeros,Coyuntura,PGJ,INM,Embajada de Colombia en México,Stephanie Magón,ND,ND,Distrito Federal,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,CNN en Español,4,ND,ND,México: hallan 9 cuerpos calcinados cerca de ductos de Pemex en Michoacán,Económico,Seguridad,Amenazas del Narco,Michoacán,PGJ,ND,ND,ND,ND,ND,Michoacán,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Bloomberg,Agencia,ND,ND,The Israeli Company That Fenced in Gaza Eyes Trump's Mexico Wall,Político,ND,Elecciones EE.UU.,Coyuntura,PM Netanyahu,Mwenda Njoka,ND,Donald Trump,Saar Koursh,Estado Islámico,ND,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Vice News,1,ND,ND,La medidas adoptadas por el gobierno no han reducido los asesinatos de mujeres de México,Seguridad,Social/Turismo,Feminicidios,Coyuntura,Dilcya García,Inegi,Presidente Macri,El Universal,ND,ND,Estado de México,Morelos,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,"La Fiscalía absuelve a Moreira, el exgobernador de Coahuila acusado de lavado en EEUU",Seguridad,Político,Corrupción,Coyuntura,Norberto Ontiveros,Partidos,Silvia Garza,El Siglo de Torreón,Humberto Moreira,Cártel de los Zetas,Coahuila,Sinaloa,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Univision,4,ND,ND,"Guerra de demandas en Veracruz, ahora Duarte denuncia al próximo gobernador Miguel Yunes",Político,ND,Situación política,Coyuntura,PGJ,Javier Duarte,Miguel Ángel Yunes,Reforma,Imco,ND,Veracruz,ND,Negativa,NO,NO,2016
31,1,Lunes,Agosto,Forbes,3,ND,ND,Every Connected Enterprise Starts And Ends With People,Económico,ND,Empresas,Coyuntura,ND,ND,ND,Rockwell Automation,Bob Murphy,ND,Nuevo León,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,Forbes,3,ND,ND,Carlos Slim's Fortune Remains Flat As America Movil's Profit Drops 45% In Second Quarter,Económico,ND,Carlos Slim,Coyuntura,ND,ND,ND,Carlos Slim,América Móvil,AT&T,ND,ND,Informativa,NO,NO,2016
31,1,Lunes,Agosto,Houston Chronicle,3,ND,ND,Tropical storm may strike Mexico later this week,Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,ND,ND,ND,ND,ND,ND,Balanceada,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,Un alcalde y cuatro policías mexicanos son detenidos por el secuestro y asesinato de diez personas,Seguridad,Político,Amenazas del Narco,Coyuntura,Silvano Aureoles,Martín Godoy,Juan Carlos Arreygue,El Universal,Milenio,Animal Político,Michoacán,ND,Balanceada,NO,NO,2016
31,2,Martes,Agosto,Christian Science Monitor,3,ND,ND,"Tijuana looks inward, not northward, to spark cultural revival",Seguridad,Económico,Cambio de Tendencia,Coyuntura,ND,ND,ND,Fonna Forman,Raúl Cárdenas,Julián Plascencia,Baja California,Distrito Federal,Positiva,NO,NO,2016
31,2,Martes,Agosto,Bloomberg,Agencia,ND,ND,A Trump Presidency Could Help Flout Emerging Markets' Golden Rule,Político,ND,Elecciones EE.UU.,Coyuntura,EE.UU.,México,TLCAN,Donald Trump,Alex Roever,ND,ND,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Fusion,2,ND,ND,Latina obtiene indemnización millonaria tras ser inspeccionada en sus partes íntimas,Seguridad,Social/Turismo,Seguridad Fronteriza,Coyuntura,CBP,ND,ND,Unión Americana de Libertades Civiles,Edgar Saldívar,ND,ND,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Houston Chronicle,3,ND,ND,Disturbance may became Tropical Storm Earl headed for Mexico,Social/Turismo,ND,Huracanes,Coyuntura,ND,ND,ND,ND,ND,ND,Campeche,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Bloomberg,Agencia,ND,ND,U.S. Will Start Issuing Advisories on Tropical Storm Earl Soon,Social/Turismo,ND,Huracanes,Coyuntura,Centro Nacional de Huracanes,ND,ND,Paul Walker,ND,ND,Campeche,Yucatán,Negativa,NO,NO,2016
31,2,Martes,Agosto,La Opinión,3,ND,ND,Hay que parar a Trump,Político,ND,Elecciones EE.UU.,Coyuntura,México,EE.UU.,Presidente Obama,Donald Trump,Pew Center,ND,ND,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Bloomberg,Agencia,Eric Martin,ND,Mexico Set for 2016 Windfall From Sovereign Oil Price Hedge,Económico,ND,Industria petrolera,Coyuntura,Pemex,Presidente Peña Nieto,AL,Carlos Capistrán,ND,ND,ND,ND,Positiva,NO,NO,2016
31,2,Martes,Agosto,Houston Chronicle,3,ND,ND,"Tropical Storm Earl forms, heads for Mexico",Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,ND,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,Miami Herald,3,ND,ND,Tropical Storm Earl raises risk of dangerous flooding in western Caribbean,Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,Bloomberg,Agencia,ND,ND,"Storm Earl to Hit Belize, May Graze Oil-Rich Campeche Bay",Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,Campeche,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,CNN,4,ND,ND,Tropical Storm Earl forms in Caribbean,Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,USA Today,3,ND,ND,"Tropical Storm Earl forms in Caribbean, takes aim on Central America",Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,Vice News,1,ND,ND,Mexican mayor arrested for allegedly ordering a massacre,Seguridad,Político,Corrupción,Michoacán,Silvano Aureoles,Juan Carlos Arreygue,SSP Local,Cártel de los Caballeros Templarios,Felipe Calderón,ND,Michoacán,ND,Balanceada,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,Modelo colombiana es asesinada en la Ciudad de México,Seguridad,ND,Violencia contra Extranjeros,Coyuntura,PGJ,INM,Embajada de Colombia en México,Stephanie Magón,Instituto Nacional de Telecomunicaciones,ND,Distrito Federal,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Univision,4,Sandra Elizabeth Mendoza Ortiz,ND,La nueva 'prisión' de 'Don Neto': una residencia dentro de una 'burbuja de seguridad' en el Estado de México,Seguridad,ND,Golpes contra el Narco,Coyuntura,CNS,ND,ND,Ernesto Fonseca,Édgar Valdez,Claudia Zamorano,Estado de México,Jalisco,Balanceada,NO,NO,2016
31,2,Martes,Agosto,NBC News,3,ND,ND,Mexico Agrees to Advisers to Monitor Missing Students Investigation,Seguridad,Político,Caso Iguala,Crisis 2014,Presidente Peña Nieto,CIDH,ND,Mario González,César González,Mario Patrón,Guerrero,ND,Balanceada,NO,NO,2016
31,2,Martes,Agosto,Daily Beast,3,ND,ND,Behind the Slaughter of a Mexican Family,Seguridad,Político,Amenazas del Narco,Crisis 2014,Vicente López,PGJ,ONU,Cártel de los Zetas,Silvia Sánchez,Graham Green,Varios,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Wall Street Journal,4,ND,ND,TransCanada Teams Up to Build Mexican Fuels Terminal,Económico,Político,Reforma Energética,Implementación,Pemex,ND,ND,TransCanada,Sierra Oil,Grupo TMM,Veracruz,ND,Positiva,NO,NO,2016
31,2,Martes,Agosto,Bloomberg,Agencia,ND,ND,TransCanada Moves Into Mexico With $800 Million Project,Económico,Político,Reforma Energética,Implementación,Pemex,ND,ND,TransCanada,Sierra Oil,Grupo TMM,Veracruz,ND,Positiva,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,"México, todavía sin un protocolo de seguridad para alcaldes, vive el tercer asesinato de un edil en dos semanas",Seguridad,ND,Amenazas del Narco,Crisis 2014,José Santamaría,Partidos,ND,Asociación Nacional de Alcaldes de México,Renán Barrera,ND,Varios,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,CNN,4,ND,ND,"México: asesinan al alcalde Huehuetlán, Puebla",Seguridad,ND,Amenazas del Narco,Crisis 2014,José Santamaría,Movimiento Ciudadano,ND,Asociación Nacional de Alcaldes de México,ND,ND,Varios,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,La Opinión,3,Gardenia Mendoza Aguilar,ND,Siete alcaldes de Guerrero en la mira del crimen organizado,Seguridad,ND,Amenazas del Narco,Crisis 2014,José Santamaría,PGR,Partidos,ND,ND,ND,Varios,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,"Nueve cárteles, aliados a 45 células criminales, dominan el mapa de México",Seguridad,ND,Modus operandi,Coyuntura,PGR,DEA,ND,Javier Oliva,Cártel de los Zetas,Cártel Jalisco Nueva Generación,ND,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Wall Street Journal español,1,ND,ND,Los economistas bajan las proyecciones de crecimiento para México,Económico,ND,Situación Económica,Coyuntura,Banxico,ND,ND,Donald Trump,ND,ND,Distrito Federal,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,"Todos los fallecidos en el accidente de autobús de California son latinos, tres de ellos mexicanos",Social/Turismo,ND,Cooperación,Coyuntura,Patrulla de Caminos de California,Vern Warnke,ND,Petra Carrillo,Jennifer Rivera,Mario Vásquez,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,USA Today,3,ND,ND,"4 dead in California bus crash, not 5",Social/Turismo,ND,Cooperación,Coyuntura,Vern Warnke,ND,ND,Mario Vásquez,Carin Sarkis,Nakia Coleman,ND,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,CNN en Español,4,ND,ND,Se forma la tormenta tropical 'Earl' en el Caribe y se dirige a la costa mexicana,Social/Turismo,ND,Huracanes,Coyuntura,Centro Nacional de Huracanes,ND,ND,ND,ND,ND,Yucatán,ND,Informativa,NO,NO,2016
31,2,Martes,Agosto,La Opinión,3,ND,ND,Los últimos días de la modelo colombiana hallada muerta en México,Seguridad,ND,Violencia contra Extranjeros,Coyuntura,PGJ,ND,ND,Stephanie Magón,Antony Marín,ND,Distrito Federal,ND,Negativa,NO,NO,2016
31,2,Martes,Agosto,Univision,4,ND,ND,Autoridades mexicanas rectifican: modelo colombiana Stephanie Magón murió al caer de un cuarto piso,Seguridad,ND,Violencia contra Extranjeros,Coyuntura,PGJ,Édgar Azar,Miguel Ángel Mancera,Stephanie Magón,New Icon Model Management,Virgina Martín,Distrito Federal,ND,Negativa,NO,NO,2016
31,3,Miércoles,Agosto,Univision,4,ND,ND,El gobierno mexicano subasta los bienes del crimen y deudores de impuestos,Seguridad,ND,Golpes contra el Narco,Coyuntura,SAE,Javier Dorantes,ND,ND,ND,ND,ND,ND,Positiva,NO,NO,2016
31,3,Miércoles,Agosto,Los Angeles Times,4,ND,ND,Israeli firm says it's ready to build Trump's border wall,Político,ND,Elecciones EE.UU.,Coyuntura,PM Netanyahu,ND,ND,Donald Trump,Saar Koursch,ND,ND,ND,Negativa,NO,NO,2016
31,3,Miércoles,Agosto,Wall Street Journal,4,Anthony Richard Harrup,ND,Moody’s Sees Mexico Prepared for External Shocks,Económico,ND,Situación Económica,Coyuntura,México,Inegi,Pemex,Moody's,Jaime Reusche,Fitch Ratings,ND,ND,Positiva,NO,NO,2016
31,3,Miércoles,Agosto,La Opinión,3,Gardenia Mendoza Aguilar,ND,Mexicanos consumen refresco a pesar de impuestos y diabetes,Económico,Político,Reforma Fiscal,Implementación,SHCP,Congreso,ND,Alianza para la Seguridad Alimentaria,Canacintra,Fiorella Espinosa,ND,ND,Negativa,NO,NO,2016
31,3,Miércoles,Agosto,Bloomberg,Agencia,Nechoma Nacha Cattan,ND,Smog-Hit Mexico’s $8 Billion Clean-Up Bid Heralds Bond Sale Rush,Social/Turismo,ND,Medio Ambiente,Coyuntura,CFE,ND,ND,PwC,Claudio Robertson,Standard & Poor,ND,ND,Positiva,NO,NO,2016
31,3,Miércoles,Agosto,Bloomberg,Agencia,ND,ND,Hurricane Earl to Weaken After Making Landfall Near Belize City,Social/Turismo,ND,Huracanes,Coyuntura,Pemex,Belice,Centro Nacional de Huracanes,ND,ND,ND,Varios,ND,Informativa,NO,NO,2016
31,3,Miércoles,Agosto,USA Today,3,ND,ND,"Earl upgraded to hurricane, expected to hit Belize",Social/Turismo,ND,Huracanes,Coyuntura,México,Belice,Centro Nacional de Huracanes,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,3,Miércoles,Agosto,Houston Chronicle,3,ND,ND,Tropical Storm Earl may soon become a hurricane,Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,3,Miércoles,Agosto,TIME,4,ND,ND,Tropical Storm Earl Just Became a Full-Fledged Hurricane,Social/Turismo,ND,Huracanes,Coyuntura,México,Centro Nacional de Huracanes,Belice,ND,ND,ND,ND,ND,Informativa,NO,NO,2016
31,3,Miércoles,Agosto,Vice News,1,ND,ND,Empresarios mexicanos no pagarán impuestos si los maestros siguen con sus protestas,Político,Social/Turismo,Reforma Educativa,Implementación,Presidente Peña Nieto,Aurelio Nuño,Arely Gómez,CNTE,Concanaco,Coparmex,Varios,ND,Negativa,NO,NO,2016
31,3,Miércoles,Agosto,Chicago Tribune,3,ND,ND,Upscale movie theater chain from Mexico headed to Wrigleyville,Económico,ND,Empresas,Coyuntura,ND,ND,ND,Cinemex,John Buchanan,Javier Ezquerro,ND,ND,Informativa,NO,NO,2016
