SEMANA,DÍA EN NÚMERO DE LA SEMANA,DÍA DE LA SEMANA,MES,NOMBRE MEDIO,TIER,CORRESPONSAL 1,CORRESPONSAL 2,ENCABEZADO,TEMA,TEMA 2,PALABRA CLAVE,COYUNTURA,ACTOR OFICIAL 1,ACTOR OFICIAL 2,ACTOR OFICIAL 3,ACTOR NO OFICIAL 1,ACTOR NO OFICIAL 2,ACTOR NO OFICIAL 3,ESTADO DE LA REPÚBLICA,ESTADO DE LA REPÚBLICA  2,TENDENCIA,IMPRESA,PRIMERA PLANA,AÑO
5,3,Viernes,Febrero,Huffington Post,3,ND,ND,La filosofía de Lorenzo Servitje para la grandeza,Social/Turismo,ND,Empresas,Coyuntura,ND,ND,ND,Bimbo,Lorenzo Servitje,ND,ND,ND,Informativa,NO,NO,2017
5,3,Viernes,Febrero,Wall Street Journal,4,ND,ND,Trump’s Bluntness Unsettles World Leaders,Presidente,Político,Diplomacia,Elecciones EE.UU.,Presidente Peña Nieto,Presidente Trump,PM Turnbull,Twitter,Barack Obama,ND,ND,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,Huffington Post,3,ND,ND,"Si nosotros no nos metimos en elección de EU, esperamos que Trump no se meta en 2018: Morena",Político,ND,Elecciones 2018,Coyuntura,Miguel Ángel Mancera,AMLO,Presidente Trump,Héctor Vasconcelos,Huffington Post,Hillary Clinton,CDMX,Veracruz,Balanceada,NO,NO,2017
5,3,Viernes,Febrero,Washington Post,4,ND,ND,"If Trump axes NAFTA, new car prices could go up",Económico,Político,TLCAN,Elecciones EE.UU.,TLCAN,Presidente Trump,ND,Rachel Wellhausen,Honda,Volkswagen,Chihuahua,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,Forbes,3,ND,ND,"Trump On Trade: The Good, The Bad And The Ugly",Económico,ND,Comercio,Elecciones EE.UU.,Presidente Trump,ND,ND,Ford,Barack Obama,Carrier,ND,ND,Balanceada,NO,NO,2017
5,3,Viernes,Febrero,Huffington Post,3,ND,ND,El crimen costó a México 41 mil millones de dólares en un año: BID,Seguridad,ND,Estrategia de Seguridad,Coyuntura,BID,México,Brasil,ND,ND,ND,ND,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,Huffington Post,3,ND,ND,"Centenario de la Constitución mexicana, entre cambios constantes y cruciales",Político,ND,Situación Política,Coyuntura,SCJN,Banxico,ND,UNAM,Francisco Ibarra,Notimex,CDMX,ND,Positiva,NO,NO,2017
5,3,Viernes,Febrero,Bloomberg,Agencia,ND,ND,Mexico Blowback Should Dissuade Trump From Taking On China,Político,ND,Muro,Elecciones EE.UU.,Presidente Peña Nieto,Presidente Trump,TLCAN,ND,ND,ND,ND,ND,Balanceada,NO,NO,2017
5,3,Viernes,Febrero,Washington Post,4,ND,ND,Donald Trump's White House is leaking information from Supreme Court picks to military threats at Mexico,Político,ND,Diplomacia,Elecciones EE.UU.,Presidente Peña Nieto,PM Turnbull,Presidente Trump,ND,ND,ND,ND,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,Dallas Morning News,3,ND,ND,Texans shudder as Trump insists on renegotiating NAFTA trade deal,Económico,ND,TLCAN,Elecciones EE.UU.,México,Presidente Trump,ND,Administración de Comercio Internacional,Chris Wallace,Asociación de Empresarios de Texas,ND,ND,Negativa,SÍ,SÍ,2017
5,3,Viernes,Febrero,Univision,4,ND,ND,"La última vez que EEUU invadió México para capturar ""bad hombres"" buscaba a Pancho Villa",Social/Turismo,ND,Historia,Elecciones EE.UU.,Presidente Peña Nieto,Presidente Trump,ND,Francisco Villa,Emiliano Zapata,Linda Hall,ND,ND,Informativa,NO,NO,2017
5,3,Viernes,Febrero,CNN en Español,4,ND,ND,"Muere Lorenzo Servitje, fundador del Grupo Bimbo, a los 99 años ",Social/Turismo,ND,Empresas,Coyuntura,Presidente Peña Nieto,ND,ND,Bimbo,Lorenzo Servitje,Juan Pablo Castañón,ND,ND,Informativa,NO,NO,2017
5,4,Sábado,Febrero,Washington Post,4,Joshua Partlow,ND,Trump policies strain the ties that bind a Mexican village to small-town Illinois,Político,ND,Diplomacia,Coyuntura,México,Presidente Trump,ND,ND,ND,ND,Estado de México,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,Univision,4,ND,ND,"Muere Lorenzo Servitje, el magnate del Grupo Bimbo ",Social/Turismo,ND,Empresas,Coyuntura,Presidente Peña Nieto,ND,ND,Bimbo,Lorenzo Servitje,Gustavo de Hoyos,ND,ND,Informativa,NO,NO,2017
5,4,Sábado,Febrero,Huffington Post,3,ND,ND,"El Fiscal Anticorrupción, la pieza más floja para combatir la corrupción en México",Político,ND,Corrupción,Coyuntura,Senado,ND,ND,Edna Jaime,México Evalúa,ND,ND,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,La Opinión,3,Gardenia Mendoza Aguilar,ND,"“Vibra por México”, la megamarcha mexicana de este 12 de febrero ",Social/Turismo,ND,Activistas,Elecciones EE.UU.,Presidente Trump,Presidente Peña Nieto,Jorge Álvarez,Alejandro Martí,María Elena Morera,ND,ND,ND,Informativa,NO,NO,2017
5,4,Sábado,Febrero,Bloomberg,Agencia,ND,ND,Trump’s Trade Representative Could Negotiate for His Biggest Client’s Industry,Económico,Político,TLCAN,Elecciones EE.UU.,México,Congreso EE.UU.,Presidente Trump,Robert Lighthizer,Skadden,Cemex,ND,ND,Informativa,NO,NO,2017
5,4,Sábado,Febrero,Los Angeles Times,4,ND,ND,Why nations are fencing off their neighbours — even the ones they call friends,Presidente,Político,Muro,Elecciones EE.UU.,México,Rusia,Presidente Trump,Elisabeth Vallet,Reece Jones,Kenneth Madsen,ND,ND,Negativa,NO,NO,2017
5,3,Viernes,Febrero,Fox News,4,ND,ND,"Trump: Leaked transcripts of Mexico, Australia calls 'disgraceful'",Presidente,Político,Diplomacia,Elecciones EE.UU.,Presidente Peña Nieto,Presidente Trump,Australia,Barack Obama,AP,ND,ND,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,Huffington Post,3,ND,ND,En Tlacotalpan prefirieron seguir la tradición antes que evitar actos de crueldad animal,Social/Turismo,ND,Medio Ambiente,Coyuntura,PGJ,Homero Gamboa,Jesús Sesma,ND,ND,ND,Veracruz,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,VICE News,1,ND,ND,Dos ambientalistas indígenas que defendían su tierra han sido asesinados en México,Seguridad,ND,Activistas,Coyuntura,César Peniche,Segob,ONU,Juan Ontiveros,Socorro Anaya,Isidro Baldenegro,Chihuahua,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,ABC News,4,ND,ND,"From Chuck Schumer to Vicente Fox, Foes of Trump's Travel Ban Welcome Its Suspension",Político,ND,Elecciones EE.UU.,Elecciones EE.UU.,Presidente Trump,Bob Ferguson,Departamento de Justicia,Vicente Fox,ND,ND,ND,ND,Balanceada,NO,NO,2017
5,4,Sábado,Febrero,Bloomberg,Agencia,Eric Martin,ND,Pena Nieto Said Against Changing Banxico Law in Governor Pick,Presidente,Político,Gabinete,Coyuntura,Presidente Peña Nieto,Agustín Carstens,José Antonio Mede,ND,ND,ND,ND,ND,Informativa,NO,NO,2017
5,4,Sábado,Febrero,El Nuevo Herald,2,ND,ND,"For Cubans stranded in third countries, few options remain",Social/Turismo,ND,Seguridad Fronteriza,Coyuntura,Francesca Fontanini,Presidente Trump,Departamento de Seguridad Nacional,Barack Obama,ND,ND,ND,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,Los Angeles Times,4,ND,ND,"For Cubans stranded in third countries, few options remain",Social/Turismo,ND,Seguridad Fronteriza,Coyuntura,Francesca Fontanini,Presidente Trump,Departamento de Seguridad Nacional,Barack Obama,ND,ND,ND,ND,Negativa,NO,NO,2017
5,4,Sábado,Febrero,Daily Beast,3,ND,ND,This Border Town Already Has a Wall—and It Doesn’t Work,Político,ND,Muro,Coyuntura,Presidente Peña Nieto,Tony Estrada,Patrulla Fronteriza,Cártel de Sinaloa,Vicente Fox,ND,Sonora,ND,Balanceada,NO,NO,2017
6,7,Domingo,Febrero,San Antonio Express News,2,ND,ND,ICE agents in San Antonio deport Mexican man accused of murder,Seguridad,ND,Cooperación,Coyuntura,ICE,CBP,ND,Juan Carlos Torres,ND,ND,ND,ND,Positiva,NO,NO,2016
6,7,Domingo,Febrero,Washington Post,4,ND,ND,Avocados from Mexico discovers Earth's greatest contribution was guacamole in 2016 Super Bowl ad,Económico,ND,Comercio,Coyuntura,ND,ND,ND,Avocados from Mexico,ND,ND,ND,ND,Positiva,NO,NO,2016
6,7,Domingo,Febrero,Los Angeles Times,4,ND,ND,"San Miguel de Allende, Mexico, is a vibrant weekend getaway",Social/Turismo,ND,Destinos,Coyuntura,UNESCO,ND,ND,ND,ND,ND,Guanajuato,ND,Positiva,NO,NO,2016
6,7,Domingo,Febrero,Wall Street Journal,4,ND,ND,Ford to More Than Double Mexico Production Capacity in 2018,Económico,ND,Industria automotriz,Coyuntura,ND,ND,ND,Ford,General Motors,Toyota,San Luis Potosí,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,New York Times,4,Azam Ahmed,ND,Step by Step on a Desperate Trek by Migrants Through Mexico,Seguridad,Social/Turismo,Seguridad fronteriza,Coyuntura,INM,José Antonio Ruiz,EE.UU.,CNDH,Walter Martínez,Rafael Lesveri,Oaxaca,ND,Negativa,SÍ,SÍ,2016
6,8,Lunes,Febrero,CNBC,3,ND,ND,Mexico won't pay a cent for Trump's 'stupid wall',Político,ND,Elecciones EE.UU.,Coyuntura,ND,ND,ND,Felipe Calderón,Donald Trump,Pew Center,ND,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,Huffington Post,3,ND,ND,TPP Would Further Emasculate America,Económico,Político,TPP,Coyuntura,ND,ND,ND,Carl Sandburg,United Auto Workers,Napoleón Gómez Urrutia,ND,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,Wall Street Journal,4,Anthony Richard Harrup,ND,Mexican Finance Minister Eyes More Budget Cuts for 2017,Económico,ND,Presupuesto 2017,Coyuntura,Luis Videgaray,Agustín Carstens,Pemex,Radio Fórmula,ND,ND,ND,ND,Balanceada,NO,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,"Corte decidirá si procede o no amparo de Joaquín ""El Chapo"" Guzmán",Seguridad,ND,Captura Chapo,Coyuntura,Jorge Pardo,Semar,José Ramón Cossío,El Chapo,ND,ND,ND,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,Hoy inicia trámite de credencial para votar en el extranjero en consulados mexicanos,Político,Social/Turismo,Migración,Coyuntura,INE,Consulado de México en Los Ángeles,ND,ND,ND,ND,ND,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,Fox News,4,ND,ND,Ford will open new auto plant in Mexico to try and rev up production in Latin America,Económico,ND,Industria Automotriz,Coyuntura,México,EE.UU.,ND,Ford,Wall Street Journal,ND,Distrito Federal,San Luis Potosí,Positiva,NO,NO,2016
6,8,Lunes,Febrero,Bloomberg,Agencia,ND,ND,Emerging Stocks Drop With Oil; Currencies Slump Against Dollar,Económico,Político,Industria Petrolera,Coyuntura,Rusia,México,Janet Yellen,Simon Quijano-Evans,Aurelija Augulyte,ND,ND,ND,Balanceada,NO,NO,2016
6,8,Lunes,Febrero,Wall Street Journal,4,Anthony Richard Harrup,ND,Mexican President Names New Head of State Oil Company,Presidente,Económico,Gabinete,Coyuntura,Presidente Peña Nieto,José Antonio González,Emilio Lozoya,ND,ND,ND,ND,ND,Balanceada,NO,NO,2016
6,8,Lunes,Febrero,New York Times,4,Elisabeth Charlotte Gray Malkin,ND,"Chief of Pemex, Mexican Energy Giant, Steps Aside",Presidente,Económico,Gabinete,Coyuntura,Presidente Peña Nieto,José Antonio González,Emilio Lozoya,Luis Miguel Labardini,Marco y Asociados,ND,ND,ND,Balanceada,SÍ,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,"El presidente de México, Peña Nieto, reemplaza al director de Pemex",Presidente,Económico,Gabinete,Coyuntura,Presidente Peña Nieto,José Antonio González,Emilio Lozoya,UNAM,ND,ND,ND,ND,Balanceada,NO,NO,2016
6,8,Lunes,Febrero,Bloomberg,Agencia,Adam Williams,ND,Pemex CEO Emilio Lozoya Resigns After Three Years of Losses,Presidente,Económico,Gabinete,Coyuntura,Presidente Peña Nieto,José Antonio González,Emilio Lozoya,ND,ND,ND,ND,ND,Balanceada,SÍ,NO,2016
6,8,Lunes,Febrero,Bloomberg,Agencia,Benjamin Solomon Bain,ND,Mexico's Peso Leads Losses as Global Rout Outweighs Dollar Sale,Económico,ND,Peso,Coyuntura,Banxico,ND,ND,Eduardo Suárez,Bloomberg,Scotiabank,Distrito Federal,ND,Negativa,NO,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,"Del Castillo tuvo poder para representar a ""El Chapo"": abogado",Seguridad,ND,Captura Chapo,Coyuntura,PGR,Segob,ND,Kate del Castillo,El Chapo,José Refugio,Sinaloa,ND,Negativa,NO,NO,2016
6,8,Lunes,Febrero,La Opinión,3,Gardenia Mendoza Aguilar,ND,Demandan miles a Gobierno mexicano por fraude de pensiones,Económico,Social/Turismo,Empleo,Coyuntura,SSA,IMSS,ISSSTE,Héctor Zacarías,ND,ND,ND,ND,Negativa,NO,NO,2016
6,8,Lunes,Febrero,USA Today,3,ND,ND,Report: Ford to double production in Mexico,Económico,ND,Industria automotriz,Coyuntura,México,ND,ND,Dennis Williams,Ford,ND,Estado de México,San Luis Potosí,Positiva,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,Revelan detalles de misa que el papa celebrará en la Basílica de Guadalupe,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,ND,ND,Distrito Federal,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,El papa oficiará una misa multitudinaria en Ecatepec,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,ND,ND,Estado de México,ND,Positiva,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,Encuentro del papa y niños con cáncer en el Hospital Infantil de México,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,ND,ND,Distrito Federal,Estado de México,Positiva,NO,NO,2016
6,8,Lunes,Febrero,La Opinión,3,Gardenia Mendoza Aguilar,ND,¿Es México tan guadalupano como el Papa?,Político,Social/Turismo,Visita Papa,Coyuntura,ND,ND,ND,Felipe Calderón,Alejandro Rosas,Roberto Plancarte,Distrito Federal,ND,Positiva,SÍ,SÍ,2016
6,8,Lunes,Febrero,Fox News,4,ND,ND,Twitter creates emojis for Pope Francis’ visit to Mexico this weekend,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,Twitter,ND,ND,Chihuahua,Distrito Federal,Informativa,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,Así será la llegada del papa Francisco a México,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,Aeroméxico,ND,ND,Distrito Federal,Estado de México,Informativa,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,Así será la visita del papa Francisco a la Catedral,Político,Social/Turismo,Visita Papa,Coyuntura,Miguel Ángel Mancera,ND,Papa Francisco,Armando Ruiz,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Huffington Post,3,ND,ND,Reports Question Legitimacy Of Mexican First Lady’s Annulment,Presidente,ND,Críticas,Crisis 2014,Presidente Peña Nieto,Salinas Aranda,ND,Norberto Rivera,ND,Hugo Valdemar,Distrito Federal,Guerrero,Negativa,NO,NO,2016
6,8,Lunes,Febrero,New York Times,4,ND,ND,Turban-Wearing Sikh American Actor Is Barred From Aeroméxico,Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,CNN,4,ND,ND,Sikh actor Waris Ahluwalia: Aeromexico kicked me off flight for wearing turban,Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,Amílcar Olivares,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,NBC News,3,ND,ND,"Sikh Designer, Actor Says He Wasn't Allowed to Board Flight Because of His Turban",Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,GAP,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Fusion,2,ND,ND,Famous Sikh actor was denied entry to an AeroMexico flight after refusing to remove his turban,Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,Daily News,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,San Antonio Express News,2,ND,ND,"Sikh actor Waris Ahluwalia, of Wes Anderson movies, barred from flight in Mexico because of turban",Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,Fondo para la Defensa Legal y Educación de América,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Huffington Post,3,ND,ND,Actor And Designer Waris Ahluwalia Kicked Off Plane Because Of His Turban,Seguridad,Social/Turismo,DD.HH.,Coyuntura,AICM,Waris Ahluwalia,ND,Aeroméxico,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,CNN en español,4,ND,ND,Enrique Peña Nieto recibe al papa en el Palacio Nacional,Presidente,ND,Visita Papa,Coyuntura,Presidente Peña Nieto,ND,ND,Arquidiócesis de México,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,¿Qué hará el papa Francisco en México?,Presidente,ND,Visita Papa,Coyuntura,Presidente Peña Nieto,ND,ND,Arquidiócesis de México,ND,ND,Varios,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Univision,4,ND,ND,Calderón dice que México no pagará un solo centavo por el “estúpido” muro de Trump,Político,ND,Elecciones EE.UU.,Coyuntura,PAN,ND,ND,Felipe Calderón,Donald Trump,CNBC,ND,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,Fusion,2,ND,ND,"Oye, Trump: Mexico will never pay for your ‘stupid wall,’ says former president",Político,ND,Elecciones EE.UU.,Coyuntura,PAN,ND,ND,Felipe Calderón,Donald Trump,ND,ND,ND,Informativa,NO,NO,2016
6,8,Lunes,Febrero,NBC News,3,ND,ND,Former Mexican President: We're Not Paying for a 'Stupid' Wall,Político,ND,Elecciones EE.UU.,Coyuntura,México,ND,ND,Felipe Calderón,Donald Trump,Pew Center,ND,ND,Negativa,NO,NO,2016
6,8,Lunes,Febrero,Fox News,4,ND,ND,Mexican ex president Calderon: We're not paying a single cent for 'stupid' border wall,Político,ND,Elecciones EE.UU.,Coyuntura,México,ND,ND,Felipe Calderón,Donald Trump,Pew Center,ND,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,Los Angeles Times,4,ND,ND,Former murder capital of Mexico presents sunnier image for pope,Presidente,Político,Visita Papa,Coyuntura,Papa Francisco,Kevin Mullins,ND,Mark Seitz,ND,Hesiquio Trevizo,Chihuahua,Distrito Federal,Balanceada,SÍ,SÍ,2016
6,9,Martes,Febrero,Univision,4,ND,ND,Identifican restos de dos de los jóvenes desaparecidos en Veracruz,Seguridad,ND,Desaparecidos,Coyuntura,Jaime Rochin,ND,Roberto Campa,ND,ND,ND,Veracruz,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,Bloomberg,Agencia,Adam Williams,ND,New CEO to Accelerate Reforms at Mexico's Indebted Oil Company,Presidente,Político,Gabinete,Coyuntura,Presidente Peña Nieto,Duncan Wood,Pemex,Emilio Lozoya,CIDH,David Enríquez,ND,ND,Positiva,NO,NO,2016
6,9,Martes,Febrero,San Antonio Express News,2,ND,ND,"3 men arrested in connection with killing of 7-month-old baby, family in Mexico drug gang shootout",Seguridad,ND,Hechos de Violencia,Coyuntura,PGJ,Arturo Arzate,ND,Juan López,ND,Óscar Silver,Oaxaca,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,La Opinión,3,ND,ND,"Pese a las dudas, los mexicanos en Los Ángeles quieren votar",Político,Social/Turismo,Migración,Coyuntura,Carlos Sada,Claudia Romero,ND,Aniceto Polanco,ND,Lizbeth Vélez,ND,ND,Balanceada,SÍ,SÍ,2016
6,9,Martes,Febrero,Wall Street Journal,4,ND,ND,"Con el regreso de la aversión al riesgo, caen las bolsas y suben los bonos y el oro",Económico,ND,Peso,Coyuntura,México,Brett Mock,ND,George Gero,ND,BMV,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Bloomberg,Agencia,Benjamín Solomon Bain,ND,Mexico Peso Tumbles After Government Signals Spending Cuts Loom,Económico,ND,Peso,Coyuntura,Luis Videgaray,Nomura,ND,Juan Carlos Alderete,ND,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Bloomberg,Agencia,Eric Martin,ND,Mexico Consumer Prices Rose More Than Forecast in January,Económico,ND,Situación Económica,Coyuntura,Reserva Federal,ND,ND,Carlos Capistrán,ND,ND,ND,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,Wall Street Journal,4,ND,ND,Inmigrants Push Down Wages for Low-Imocme Workers- But how much?,Político,Social/Turismo,Migración,Coyuntura,ND,Lawrence Kratz,ND,George Borjas,ND,David Card,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Christian Science Monitor,3,ND,ND,"For maids and nannies in Latin America, a push for rights gains ground",Político,Social/Turismo,Migración,Coyuntura,ND,International Labor Organization,ND,Marcelina Bautista,ND,Women in Informal Employment: Globalizing and Organizing,ND,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,Wall Street Journal,4,ND,ND,The Thorny Economics of Illegal Immigration,Político,Social/Turismo,Migración,Coyuntura,Presidente Obama,Steven Camarota,ND,Hilary Clinton,ND,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,USA Today,3,ND,ND,Expect the unexpected during pope´s Mexico visit,Político,ND,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,ND,ND,ND,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,USA Today,3,ND,ND,Faithful to make trek for Francis' first visit to Mexico,Político,ND,Visita Papa,Coyuntura,Papa Francisco,Patricia Márquez,ND,Our Mother of Surrows,ND,Papa Juan Pablo II,ND,ND,Positiva,NO,NO,2016
6,9,Martes,Febrero,CNN,4,ND,ND,Sikh actor Waris Ahluwalia: Aeromexico kicked me off flight over turban,Seguridad,Social/Turismo,DD.HH.,Coyuntura,ND,Waris Ahluwalia,ND,Aeroméxico,Coalianza,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Univision,4,ND,ND,"Fiscalía busca el desafuero para diputada vinculada a ""El Chapo""",Seguridad,Político,Captura Chapo,Coyuntura,PGR,ND,Policía Federal,El Chapo,ND,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Fusion,2,ND,ND,Meet the female punk group fighting street harassment with songs and confetti,Social/Turismo,ND,Género,Coyuntura,ND,ND,ND,Las Hijas de Violencia,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,NBC News,3,ND,ND,Aeromexico Issues Apology After Keeping Designer Off Plane Over Turban,Seguridad,Social/Turismo,DD.HH.,Coyuntura,EE.UU.,Aeroméxico,ND,Waris Ahluwalia,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,NPR,3,ND,ND,Chinese Taste For Fish Bladder Threatens Tiny Porpoise In Mexico,Social/Turismo,ND,Medio Ambiente,Coyuntura,EE.UU.,ND,China,Erin Dean,ND,ND,ND,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,CNN en español,4,ND,ND,Aeroméxico le impide a un actor sij abordar un vuelo a EE.UU. por llevar turbante,Seguridad,Social/Turismo,DD.HH.,Coyuntura,EE.UU.,Aeroméxico,ND,Waris Ahluwalia,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,CNN en español,4,ND,ND,Están listos los papamóviles que trasladarán al papa Francisco en México,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,Christophe Pierre,ND,ND,ND,ND,Distrito Federal,Chihuahua,Informativa,NO,NO,2016
6,9,Martes,Febrero,CNN en español,4,ND,ND,El papa se encontrará con una diversidad de familias en Tuxtla Gutiérrez,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,Fabio Martínez,ND,Chiapas,Distrito Federal,Informativa,NO,NO,2016
6,9,Martes,Febrero,CNN en español,4,ND,ND,Chiapas está listo para recibir al papa: Indígenas le darán la bienvenida,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,Felipe Arizmendi,ND,Chiapas,ND,Informativa,NO,NO,2016
6,9,Martes,Febrero,CNN en español,4,ND,ND,"La visita de Francisco en México, en cifras",Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,ND,ND,ND,Distrito Federal,Chihuahua,Informativa,NO,NO,2016
6,9,Martes,Febrero,Fusion,2,ND,ND,Will Pope Francis confront the ‘devil’ in the Mexican Church?,Político,Social/Turismo,Visita Papa,Coyuntura,Papa Francisco,ND,ND,Marcial Maciel,Nivolas Aguilar,Alberto Athie,Nuevo León,Distrito Federal,Informativa,NO,NO,2016
6,9,Martes,Febrero,Council on Foreign Relations,3,ND,ND,The Political Salience of Latin Americans’ Perceptions of Corruption,Seguridad,Político,Corrupción,Coyuntura,ND,ND,ND,Shannon O'Neil,Steve Morris,Otto Pérez,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,MSNBC,3,ND,ND,Trump puts a price on his wall: It would cost Mexico $8 billion,Político,ND,Elecciones EE.UU.,Coyuntura,ND,ND,ND,Donald Trump,Tamron Hall,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,CNN,4,ND,ND,Trump: Border wall will cost $8 billion,Político,ND,Elecciones EE.UU.,Coyuntura,ND,ND,ND,Donald Trump,Felipe Calderón,ND,ND,ND,Negativa,NO,NO,2016
6,9,Martes,Febrero,Univision,4,ND,ND,Exhortan a migrantes mexicanos a registrar a sus hijos en México y EEUU,Político,Social/Turismo,Coyuntura,Coyuntura,SEP,Michelle Bond,Euclides del Moral,ND,ND,ND,ND,ND,Positiva,NO,NO,2016
6,9,Martes,Febrero,Univision,4,ND,ND,Primer vuelo a México con migrantes cubanos parte de Costa Rica,Seguridad,Social/Turismo,Seguridad fronteriza,Coyuntura,Costa Rica,OIM,EE.UU.,Kathya Rodríguez,ND,ND,ND,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,Univision,4,ND,ND,Explosión pone al descubierto una casa con al menos 60 migrantes secuestrados en México,Seguridad,Social/Turismo,Seguridad fronteriza,Coyuntura,Costa Rica,Guatemala,Sedena,Cártel del Golfo,Cártel de Los Zetas,ND,Tamaulipas,ND,Balanceada,NO,NO,2016
6,9,Martes,Febrero,La Opinión,3,Gardenia Mendoza Aguilar,ND,El “albur” pasa de la calle a la escuela en México,Social/Turismo,ND,Cultura,Coyuntura,SEP,Conaculta,ND,Alfonso Hernández,ND,ND,Distrito Federal,ND,Informativa,NO,NO,2016
